project,scpca_sample_id,annotation_column,original_annotation,broad_class,cell_count,cell_fraction
SCPCP000022,SCPCS000678,consensus_celltype_annotation,mature B cell,B,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,lymphocyte of B lineage,B,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,Unknown,Unknown,3569,0.9614762931034483
SCPCP000022,SCPCS000679,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,86,0.023168103448275863
SCPCP000022,SCPCS000679,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,24,0.00646551724137931
SCPCP000022,SCPCS000679,consensus_celltype_annotation,erythrocyte,Erythroid,8,0.0021551724137931034
SCPCP000022,SCPCS000679,consensus_celltype_annotation,erythroid lineage cell,Erythroid,8,0.0021551724137931034
SCPCP000022,SCPCS000679,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,5,0.0013469827586206897
SCPCP000022,SCPCS000679,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,3,0.0008081896551724138
SCPCP000022,SCPCS000679,consensus_celltype_annotation,natural killer cell,TNK,2,0.0005387931034482759
SCPCP000022,SCPCS000679,consensus_celltype_annotation,mature alpha-beta T cell,TNK,2,0.0005387931034482759
SCPCP000022,SCPCS000679,consensus_celltype_annotation,dendritic cell,Myeloid,1,0.00026939655172413793
SCPCP000022,SCPCS000679,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,1,0.00026939655172413793
SCPCP000022,SCPCS000679,consensus_celltype_annotation,mature B cell,B,1,0.00026939655172413793
SCPCP000022,SCPCS000679,consensus_celltype_annotation,memory B cell,B,1,0.00026939655172413793
SCPCP000022,SCPCS000679,consensus_celltype_annotation,naive B cell,B,1,0.00026939655172413793
SCPCP000022,SCPCS000679,consensus_celltype_annotation,memory T cell,TNK,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,monocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,B cell,B,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,myeloid leukocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,plasma cell,B,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,mature T cell,TNK,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,lymphocyte of B lineage,B,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,T cell,TNK,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000679,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000680,consensus_celltype_annotation,erythrocyte,Erythroid,592,0.4668769716088328
SCPCP000022,SCPCS000680,consensus_celltype_annotation,erythroid lineage cell,Erythroid,270,0.21293375394321767
SCPCP000022,SCPCS000680,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,82,0.06466876971608833
SCPCP000022,SCPCS000680,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,74,0.0583596214511041
SCPCP000022,SCPCS000680,consensus_celltype_annotation,Unknown,Unknown,71,0.055993690851735015
SCPCP000022,SCPCS000680,consensus_celltype_annotation,B cell,B,46,0.03627760252365931
SCPCP000022,SCPCS000680,consensus_celltype_annotation,monocyte,Myeloid,32,0.025236593059936908
SCPCP000022,SCPCS000680,consensus_celltype_annotation,mature alpha-beta T cell,TNK,23,0.018138801261829655
SCPCP000022,SCPCS000680,consensus_celltype_annotation,natural killer cell,TNK,16,0.012618296529968454
SCPCP000022,SCPCS000680,consensus_celltype_annotation,mature T cell,TNK,13,0.01025236593059937
SCPCP000022,SCPCS000680,consensus_celltype_annotation,memory T cell,TNK,13,0.01025236593059937
SCPCP000022,SCPCS000680,consensus_celltype_annotation,naive B cell,B,9,0.007097791798107256
SCPCP000022,SCPCS000680,consensus_celltype_annotation,plasmacytoid dendritic cell,B,6,0.00473186119873817
SCPCP000022,SCPCS000680,consensus_celltype_annotation,dendritic cell,Myeloid,5,0.003943217665615142
SCPCP000022,SCPCS000680,consensus_celltype_annotation,myeloid leukocyte,Myeloid,3,0.002365930599369085
SCPCP000022,SCPCS000680,consensus_celltype_annotation,T cell,TNK,3,0.002365930599369085
SCPCP000022,SCPCS000680,consensus_celltype_annotation,plasma cell,B,3,0.002365930599369085
SCPCP000022,SCPCS000680,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,1,0.0007886435331230284
SCPCP000022,SCPCS000680,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,1,0.0007886435331230284
SCPCP000022,SCPCS000680,consensus_celltype_annotation,fibroblast,Blast_Malignant,1,0.0007886435331230284
SCPCP000022,SCPCS000680,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,1,0.0007886435331230284
SCPCP000022,SCPCS000680,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,1,0.0007886435331230284
SCPCP000022,SCPCS000680,consensus_celltype_annotation,alpha-beta T cell,TNK,1,0.0007886435331230284
SCPCP000022,SCPCS000680,consensus_celltype_annotation,megakaryocyte,Other,1,0.0007886435331230284
SCPCP000022,SCPCS000680,consensus_celltype_annotation,memory B cell,B,0,0.0
SCPCP000022,SCPCS000680,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000680,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000680,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000680,consensus_celltype_annotation,mature B cell,B,0,0.0
SCPCP000022,SCPCS000680,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000680,consensus_celltype_annotation,lymphocyte of B lineage,B,0,0.0
SCPCP000022,SCPCS000680,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000680,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,0,0.0
SCPCP000022,SCPCS000680,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000680,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000680,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000680,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
